表名称,字段,字段解释,字段类型,备注,,,,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Jw_SN,求职者序号,int,,,,4,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_Publish_Date,简历发布时间,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_Modify_Date,简历修改时间,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_Edu_Trade,教育背景,varchar,,,,-1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_Ability,技能专长,varchar,,,,-1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_Dir,工作经历,nvarchar,,,,-1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_Job_Want,发展方向,varchar,,,,-1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_Self_intro,自我介绍,nvarchar,,,,-1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_Money,月薪要求,smallint,,,,2,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_JobType1,希望工作岗位1（编号）,int,参照 TB_BC_JX_JobCategory,,,4,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_JobType2,希望工作岗位2（编号）,int,,,,4,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_JobType3,希望工作岗位3（编号）,int,,,,4,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_Jobkind,工作类型,varchar,,,,-1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_JobType_Cn1,希望工作岗位1（中文）,varchar,,,,-1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_JobType_Cn2,希望工作岗位2（中文）,varchar,,,,-1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_JobType_Cn3,希望工作岗位3（中文）,varchar,,,,-1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_Workcity1,希望工作城市1（编号）,int,参照 TB_Areas 的 cityCode字段,,,4,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_Workcity2,希望工作城市2（编号）,int,,,,4,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_Workcity3,希望工作城市3（编号）,int,,,,4,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_Workcity_Cn1,希望工作城市1（中文）,varchar,,,,-1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_Workcity_Cn2,希望工作城市2（中文）,varchar,,,,-1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_Workcity_Cn3,希望工作城市3（中文）,varchar,,,,-1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_SN,简历序号,int,,,,4,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Jw_IsHidden,是否屏蔽,bit,,,,1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Title,简历标题,varchar,,,,-1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Num,第几封简历,tinyint,,,,1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Mgt_SN,简历状态,tinyint,1：未审核，2：已审核，3：联系方式(无效)，4：联系方式(3次)，5：审核中，6：不完善，8：黑名单,,,1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,ResSystemState,简历系统状态,tinyint,0：新建的简历，1：修改的简历,,,1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,ResIsIllegal,简历是否非法,bit,,,,1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_Tag,,varchar,,,,-1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Pt_WorkTime,,varchar,,,,-1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Pt_Salary,,int,,,,4,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Pt_SalaryUnit,,int,,,,4,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_JobCategory_Cn1,希望工作岗位1（中文）,varchar,参照 TB_BC_JX_JobCategory,,,-1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_JobCategory_Cn2,希望工作岗位2（中文）,varchar,,,,-1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_JobCategory_Cn3,希望工作岗位3（中文）,varchar,,,,-1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Salary_High,期望的最高薪资标准,int,,,,4,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Salary_Low,期望的最低薪资标准,int,,,,4,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Salary_Discuss,是否面谈,bit,,,,1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_JobCategory1,希望工作岗位1（编号）,int,,,,4,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_JobCategory2,希望工作岗位2（编号）,int,,,,4,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_JobCategory3,希望工作岗位3（编号）,int,,,,4,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,AuditMessage,审核消息,varchar,,,,-1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_Project_Exper,项目经验,nvarchar,,,,-1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_IndustryCode,期望行业编号,varchar,,,,-1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,Res_IndustryName,期望行业,varchar,,,,-1,,,,,,,,,,,,,,
TB_BC_Resume（简历信息）,LastAuditTime,最后一次审核时间,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_JwFavJob（收藏职位）,Id,,int,,,,4,,,,,,,,,,,,,,
TB_BC_JwFavJob（收藏职位）,SN,id,int,,,,4,,,,,,,,,,,,,,
TB_BC_JwFavJob（收藏职位）,Jw_SN,求职编号,int,,,,4,,,,,,,,,,,,,,
TB_BC_JwFavJob（收藏职位）,Job_SN,职位id,int,,,,4,,,,,,,,,,,,,,
TB_BC_JwFavJob（收藏职位）,Ent_SN,企业id,int,,,,4,,,,,,,,,,,,,,
TB_BC_JwFavJob（收藏职位）,Ent_Name,企业名称,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_JwFavJob（收藏职位）,Add_Date,收藏时间,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_JwFavJob（收藏职位）,Job_Name,职位名称,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_JwFavJob（收藏职位）,Job_Expire,职位有效时间,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_JwFavJob（收藏职位）,Listid,收藏分类id,int,,,,4,,,,,,,,,,,,,,
TB_BC_JwFavJob（收藏职位）,FAV_Name,收藏分类名称,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_JwFavJob（收藏职位）,SiteCode,站点,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_JwApplyJob（申请职位）,Id,id,int,,,,4,,,,,,,,,,,,,,
TB_BC_JwApplyJob（申请职位）,BC_Id,,int,,,,4,,,,,,,,,,,,,,
TB_BC_JwApplyJob（申请职位）,EntSn,企业序号,int,,,,4,,,,,,,,,,,,,,
TB_BC_JwApplyJob（申请职位）,EntName,企业名称,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_JwApplyJob（申请职位）,JwSn,求职者id,int,,,,4,,,,,,,,,,,,,,
TB_BC_JwApplyJob（申请职位）,JwName,求职者名称,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_JwApplyJob（申请职位）,JobSn,职位序号,int,,,,4,,,,,,,,,,,,,,
TB_BC_JwApplyJob（申请职位）,JobName,职位名称,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_JwApplyJob（申请职位）,ResSn,简历id,int,,,,4,,,,,,,,,,,,,,
TB_BC_JwApplyJob（申请职位）,ApplyDate,申请时间,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_JwApplyJob（申请职位）,SiteCode,站点,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_JwLoginLog（个人登录）,Id,,int,,,,4,,,,,,,,,,,,,,
TB_BC_JwLoginLog（个人登录）,JwSn,求职者id,int,,,,4,,,,,,,,,,,,,,
TB_BC_JwLoginLog（个人登录）,LoginTime,登陆时间,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_JwLoginLog（个人登录）,Ip,ip,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_JwLoginLog（个人登录）,LoginSource,登录来源,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_JwViewJob（查看职位）,Id,,int,,,,4,,,,,,,,,,,,,,
TB_BC_JwViewJob（查看职位）,BC_Id,id,int,,,,4,,,,,,,,,,,,,,
TB_BC_JwViewJob（查看职位）,Jw_SN,求职者id,int,,,,4,,,,,,,,,,,,,,
TB_BC_JwViewJob（查看职位）,Job_SN,职位id,int,,,,4,,,,,,,,,,,,,,
TB_BC_JwViewJob（查看职位）,Job_Name,职位名,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_JwViewJob（查看职位）,Ent_SN,企业id,int,,,,4,,,,,,,,,,,,,,
TB_BC_JwViewJob（查看职位）,Ent_Name,企业名,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_JwViewJob（查看职位）,VDate,查看日期,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_JwViewJob（查看职位）,ViewIP,查看IP,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_JwViewJob（查看职位）,SiteCode,站点,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Id,,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,YnCompanyId,云才企业ID,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,RegionId,区域ID,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_SN,百城企业ID,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Name,企业名称,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Reg_Date,注册日期（新增时间）,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Latest_Login,最后登录日期,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Latest_Notice,,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Industry,所属行业,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Property,企业性质,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Login_ID,登录账号,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Login_Pwd,登录密码,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Contact_People,联系人,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Contact_Title,职称,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Contact_Address,联系地址,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Contact_Phone,联系电话,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Contact_Mobile,手机号码,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Contact_Fax,传真,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Contact_Email,邮箱,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Contact_Zipcode,邮编,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Contact_QQ,QQ,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Contact_Hidden,是否隐藏联系方式,bit,,,,1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Has_Maillist,,nvarchar,,,,510,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Mgt_SN,会员类型,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_RegFrom,注册站点,varchar,"空=0，未通过审核 = 1, 按月会员 = 2, 按量会员 = 3,试用会员 = 4, 录入会员 = 5, 倒闭 = 6, 联系方式无效 = 7, 黑名单 = 8,",,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Expire,企业有效期,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Hold,冻结天数,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_MemberID,所属商务人员ID,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_MemberName,所说商务人员,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_CSID,所属客服ID,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_CSName,所属客服ID,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_LogIP,企业登录IP,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_SpecialUrl,企业定制页面,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_IndustryJob,企业所属产业,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_SendEmailRes,是否直投,bit,,,,1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Video,雇主秀,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Protect_Expire,保护有效期,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Member_Hits,,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_NextCallTime,,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_AllotTime,,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_GetJw_Num,,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,EntHoldNum,可冻结次数,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Estate,,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,RefurbishJob,,bit,,,,1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Email_RegFrom,,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Isdel,是否删除,bit,,,,1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Deltime,删除时间,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Membertime,,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Openguest,,bit,,,,1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Refresh,,bit,,,,1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Highlight,,bit,,,,1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Opendate,,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,CommendtoJw,,bit,,,,1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,GetJws,,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_msm,短信数量,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Video,,bit,,,,1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,VideoEndDate,,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Face,,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Asslogintime,,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,AssLogin,,bit,,,,1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Noserver,,bit,,,,1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Field,,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Blacklist,,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_View,,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Status,,bit,,,,1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_MobileActive,,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,TrueEmail,,bit,,,,1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Pushkey,,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,MobileLogin,,bit,,,,1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Mobilelogintime,,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_JobNeedCheck,是否需要审核,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Membertype,会员类型,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Logo,企业Logo,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Medals,企业福利标签,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Letters,,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Contact_People2,联系人2,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Contact_Title2,职称2,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Contact_Phone2,联系方式2,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Contact_Mobile2,手机号码2,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Account,,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Fairs,,bit,,,,1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,BMap_lng,百度经纬度,float,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,BMap_lat,百度经纬度,float,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,TemplateID,个性化模板,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,SameCompany,,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ehr_Flag,,bit,,,,1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,ErrorEmail,,bit,,,,1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Source,来源,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,JobCount,职位数量,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Mobile_TemplateID,手机个性模板,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,IsLockContact,锁定联系方式,bit,,,,1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,LastActTime,,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,LastFreezeTime,,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,LastVisitTime,,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,JobNum,剩余可发布职位数,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Phone_Ent_SpecialUrl,,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,IsOpenHx,,bit,,,,1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Fast,,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,IsYuyue,,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,WellknownIsLimit,,bit,,,,1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,WellknownLimitDate,,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,FrozenEndDate,会员有效期（含冻结）,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,IsOpenPayEmail,,bit,,,,1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,ResViewRate,,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,EveryDay_LookResCount,,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,PayEmail_Power,,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Community_Mouth,,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Headlines,,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Community_BeginDate,,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Vip_LastTime,,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Sign,,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,RegSource,,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,LoginSource,登录来源,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,LoginLat,,float,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,LoginLng,,float,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,PcLastLogintime,PC最后登录时间,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,AndroidLastLogintime,安卓最后登录时间,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,IosLastLogintime,IOS最后登录时间,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Label,标签,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,ModifyTime,修改时间,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,CityCode,城市编号,int,,,,4,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Emp_Num,员工人数,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Fund,注册资金,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Reg_Num,营业执照号码,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Found_Date,成立日期,datetime,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,EntPic,营业执照,nvarchar,,,,510,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Contact_Homepage,首页,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_intro,公司简介,nvarchar,,,,-1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Busway,公交线路,varchar,,,,-1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Tag,企业顶部标签,varchar,,,,-1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Slogan,一句话介绍,varchar,,,,255,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Precharge,预充值剩余金额,float,,,,8,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,OnlyShowAtOpenSite,只在开通站点上显示,bit,,,,1,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,refedCount,已刷新数,int,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,totalCount,总刷新数,int,,,,,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,Id,,no,,,,4,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,YnCompanyId,云南企业id,no,,,,4,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,YnJobId,云南职位id,no,,,,4,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobSn,职位id,no,,,,4,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobName,职位名称,no,     ,,,255,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,Job_Publish_Date,发布时间,no,     ,,,8,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,Job_People_Count,招聘人数,no,枚举 类型8,,,4,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobWorkplace,工作地点,no,     ,,,255,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobRequirement,职位要求,no,     ,,,-1,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobContactAddress,联系地址,no,     ,,,-1,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobContactPeople,职位联系人,no,     ,,,255,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobContactPhone,职位联系电话,no,     ,,,255,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,Job_Contact_Fax,传真机,no,     ,,,255,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobContactEmail,联系邮箱,no,     ,,,255,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobExpire,职位有效期,no,     ,,,8,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,EntSn,企业id,no,,,,4,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobType,职位类型,no,,,,4,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobMoney,薪资类型,no,类型,,,4,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobLearnLimited,学历要求,no,类型9,,,4,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobSex,性别要求,no,0不限 1男 2女,,,4,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobProvideHouse,住宿情况,no,     ,,,255,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobKind,职位性质,no,全职/兼职/SOHO/实习,,,255,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobAgeLowest,最低年龄,no,,,,4,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobAgeHighest,最高年龄,no,,,,4,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobExprYears,经验要求,no,类型10,,,4,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,DeptName,部门,no,     ,,,255,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobReadCount,职位浏览数,no,,,,4,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobIsActive,,no,     ,,,1,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobOrder,排序,no,,,,4,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobWorkplaceCode,,no,,,,4,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,AddTime,新增时间,no,     ,,,8,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,LoseLog,,no,     ,,,1,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,IsDel,是否删除,no,     ,,,1,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,DelTime,删除时间,no,     ,,,8,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobKeyword,推荐,no,     ,,,255,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,Resumepipei,,no,,,,4,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobSendMail,,no,     ,,,1,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,JobHot,是否急聘,no,     ,,,1,,,,,,,,,,,,,,
